0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.191550313757932245e-01,-2.106362931890263523e-01,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.290013549682374805e-01
-6.005406281293874937e-02,-2.482280245484259906e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.782877529134415884e-01
-6.458552152602733964e-02,-9.077403879730894243e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.082915363578747403e-02
-1.271740762107745337e-02,4.853218889917570444e-01,1.474963826594620220e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.969745306672571389e-02,5.328177002444689503e-01,1.183744769372979538e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.191550313757932245e-01,-2.106362931890263523e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.290013549682374805e-01
-6.005406281293874937e-02,-2.482280245484259906e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.782877529134415884e-01
-6.458552152602733964e-02,-9.077403879730894243e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.082915363578747403e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.691432372678855267e-02,8.614174507591301766e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
